Unlink,GetContentResponse,123808,3802400.513432088
PutContentResponse,GetContentResponse,2411418,1453798.940702939
Unlink,PutContentResponse,1824162,389338.5182467347
GetContentResponse,MakeResponse,1155686,3870256.289101884
GetContentResponse,MoveResponse,39638,3301401.678011
MoveResponse,MoveResponse,2666743,17688.44100200132
GetContentResponse,GetContentResponse,42184430,52853.9368212632
Unlink,MoveResponse,1769785,32644.93983675983
MoveResponse,PutContentResponse,2878858,78951.69703160072
GetContentResponse,Unlink,181376,4439221.001620942
MakeResponse,PutContentResponse,18025975,9292.825104495041
MoveResponse,Unlink,907366,152301.2768959824
MakeResponse,GetContentResponse,767001,88579.07224110528
PutContentResponse,Unlink,1938252,1907767.475179698
MakeResponse,Unlink,7082498,72258.78903573287
MakeResponse,MoveResponse,2604962,11108.98591418992
Unlink,MakeResponse,6391540,453021.1214682221
MakeResponse,MakeResponse,66573597,8402.397201701449
PutContentResponse,PutContentResponse,74863586,175543.0609283798
PutContentResponse,MoveResponse,756386,633606.2672987073
MoveResponse,MakeResponse,1349783,486677.8343904169
MoveResponse,GetContentResponse,34436,3573530.927517714
GetContentResponse,PutContentResponse,1959056,1176715.663492519
PutContentResponse,MakeResponse,19568716,772950.2794102076
Unlink,Unlink,30708114,21758.84539382653
