GetContentResponse,GetContentResponse,11913,296594.8278351381
GetContentResponse,MakeResponse,41,5523895
GetContentResponse,MoveResponse,5,30725224.4
GetContentResponse,PutContentResponse,42,9575762.19047619
GetContentResponse,Unlink,72,395252.4305555556
MakeResponse,GetContentResponse,22,447936.7272727273
MakeResponse,MakeResponse,56704,32535.10819342551
MakeResponse,MoveResponse,736,14588.60461956522
MakeResponse,PutContentResponse,6076,11607.86043449638
MakeResponse,Unlink,2751,152753.1886586696
MoveResponse,GetContentResponse,4,413378.75
MoveResponse,MakeResponse,466,802449.9012875536
MoveResponse,MoveResponse,1267,35196.55090765588
MoveResponse,PutContentResponse,633,110652.6808846761
MoveResponse,Unlink,279,85812.4229390681
PutContentResponse,GetContentResponse,46,22000393.04347826
PutContentResponse,MakeResponse,1335,2367414.934082397
PutContentResponse,MoveResponse,533,167535.1876172608
PutContentResponse,PutContentResponse,4123,1493862.554693185
PutContentResponse,Unlink,1322,2662328.703479576
Unlink,GetContentResponse,22,2178632.090909091
Unlink,MakeResponse,3044,850064.9651773982
Unlink,MoveResponse,269,133507.8252788104
Unlink,PutContentResponse,304,161323.9375
Unlink,Unlink,100104,6319.104681131623
